name,gender,CN_AppRank,IRE1901_AppRank,IRE1911_AppRank,EW_AppRank,SC_AppRank,NI_AppRank,UK_AppRank,USA_AppRank,isBCenter,isBWizard,isBNames,origin,Total_AppRank
PIERSON,M,uncommon,unused,rare,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,English,rare
PIETER,M,uncommon,uncommon,uncommon,uncommon,uncommon,unused,rare,common,1.0,1.0,1.0,Dutch,uncommon
PIETRA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Romance,rare
PIETRO,M,common,uncommon,common,common,uncommon,unused,uncommon,common,1.0,1.0,1.0,Romance,uncommon
PIJUS,M,unused,unused,unused,rare,rare,rare,rare,unused,1.0,0.0,0.0,,rare
PILAR,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,1.0,Romance,rare
PILIB,M,unused,unused,basic,unused,unused,unused,unused,unused,0.0,0.0,1.0,Celtic,rare
PILIP,M,unused,rare,basic,unused,unused,unused,unused,unused,1.0,0.0,0.0,,rare
PINA,F,uncommon,unused,unused,unused,unused,unused,unused,uncommon,1.0,1.0,1.0,Romance,rare
PINAR,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,Turkish,rare
PINCHAS,M,unused,unused,unused,uncommon,unused,unused,rare,uncommon,1.0,1.0,1.0,Biblical,rare
PINCHOS,M,unused,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PINKIE,F,unused,unused,rare,unused,unused,unused,unused,common,0.0,1.0,0.0,,rare
PIO,M,rare,unused,uncommon,rare,rare,unused,rare,uncommon,1.0,1.0,1.0,Romance,rare
PIOTR,M,uncommon,unused,unused,common,uncommon,uncommon,uncommon,uncommon,1.0,1.0,1.0,Romance,uncommon
PIP,M,unused,unused,unused,uncommon,rare,unused,rare,unused,1.0,1.0,1.0,Greek,rare
PIPER,F,common,unused,unused,common,uncommon,rare,uncommon,uncommon,1.0,1.0,1.0,English,uncommon
PIPER,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PIPPA,F,uncommon,unused,unused,common,common,uncommon,common,rare,1.0,1.0,1.0,Greek,uncommon
PIRAN,M,rare,unused,unused,common,unused,unused,rare,unused,0.0,1.0,1.0,Cornish,rare
PIUS,M,rare,unused,rare,rare,unused,unused,unused,uncommon,1.0,1.0,1.0,Roman,rare
PIXIE,F,rare,unused,unused,uncommon,rare,uncommon,uncommon,uncommon,1.0,1.0,0.0,,rare
PJ,M,unused,unused,uncommon,unused,rare,unused,unused,rare,1.0,1.0,0.0,,rare
PLATON,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Romance,rare
PLEASANT,F,rare,uncommon,rare,unused,unused,unused,unused,rare,1.0,1.0,0.0,,rare
POL,M,rare,unused,unused,unused,rare,uncommon,rare,rare,1.0,0.0,1.0,Romance,rare
POLA,F,rare,unused,unused,uncommon,rare,rare,rare,uncommon,1.0,1.0,1.0,Slavic,rare
POLINA,F,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
POLLEY,F,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
POLLIE,F,unused,common,common,rare,unused,unused,unused,common,1.0,1.0,1.0,English,rare
POLLOCK,M,rare,rare,rare,unused,rare,unused,unused,unused,1.0,0.0,0.0,,rare
POLLY,F,common,basic,basic,common,basic,uncommon,common,basic,1.0,1.0,1.0,Jewish,common
POLLYANNA,F,rare,unused,unused,common,rare,unused,rare,common,1.0,1.0,1.0,English,rare
POLO,M,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,0.0,African,rare
POOJA,F,common,unused,unused,common,common,unused,uncommon,uncommon,1.0,1.0,0.0,Indian,uncommon
POONAM,F,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
POPPI,F,unused,unused,unused,common,uncommon,rare,uncommon,rare,1.0,1.0,0.0,,rare
POPPIE,F,unused,uncommon,unused,common,uncommon,rare,uncommon,rare,0.0,1.0,0.0,,rare
POPPY,F,common,unused,unused,common,common,basic,common,uncommon,1.0,1.0,1.0,Latin,uncommon
PORCHA,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PORCIA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Roman,rare
PORFIRIO,M,rare,unused,unused,unused,unused,unused,unused,common,1.0,1.0,1.0,Romance,rare
PORSCHA,F,rare,unused,unused,common,rare,unused,rare,uncommon,1.0,0.0,0.0,,rare
PORSCHE,F,rare,unused,unused,common,rare,unused,rare,uncommon,1.0,0.0,1.0,English,rare
PORSHA,F,rare,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
PORTER,F,rare,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
PORTER,M,common,common,common,rare,rare,unused,rare,basic,1.0,1.0,1.0,Latin,uncommon
PORTIA,F,common,unused,unused,common,uncommon,unused,uncommon,basic,1.0,1.0,1.0,Latin,uncommon
POSEY,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
POSY,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,English,rare
POWELL,M,rare,uncommon,rare,unused,unused,unused,unused,common,1.0,1.0,0.0,,rare
POWER,F,unused,uncommon,common,unused,unused,unused,unused,unused,1.0,0.0,0.0,,rare
POWER,M,rare,common,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
POYRAZ,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRABH,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
PRABHDEEP,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRABHJOT,M,common,unused,unused,common,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PRABHJOT,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRABHLEEN,F,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRABHNOOR,F,uncommon,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PRABHNOOR,M,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,0.0,0.0,,rare
PRABJOT,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRACHI,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRADEEP,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Indian,rare
PRAGATI,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRAISE,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRAISE,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,1.0,English,rare
PRAJNA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRAJWAL,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRAKASH,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
PRAKRITI,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRANAV,M,uncommon,unused,unused,common,uncommon,unused,uncommon,rare,1.0,1.0,1.0,Indian,rare
PRANAVI,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRANAY,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
PRANEEL,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRANITH,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRANITHA,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRANJAL,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRAPTI,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRARTHANA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,Indian,rare
PRASHANT,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRATEEK,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRATHAM,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PRATIK,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
PRATYUSH,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRAVEEN,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRAVEENA,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,1.0,0.0,Indian,rare
PRAVIN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
PRAYAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRECIOUS,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRECIOUS,F,uncommon,unused,unused,common,uncommon,rare,uncommon,basic,1.0,1.0,1.0,Latin,uncommon
PREET,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PREET,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PREETI,F,rare,unused,unused,common,rare,unused,rare,uncommon,1.0,0.0,1.0,Indian,rare
PREEYA,F,unused,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PREM,M,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,1.0,1.0,Indian,rare
PRENTICE,M,unused,rare,unused,rare,rare,unused,rare,basic,1.0,1.0,0.0,Latin,rare
PRENTIS,M,unused,unused,unused,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
PRENTISS,M,rare,unused,unused,unused,unused,unused,unused,basic,1.0,1.0,0.0,,rare
PRESCILLA,F,rare,basic,basic,unused,unused,unused,unused,common,1.0,0.0,0.0,English,uncommon
PRESCOTT,M,rare,unused,rare,unused,unused,unused,unused,common,1.0,1.0,0.0,English,rare
PRESLEY,M,uncommon,rare,unused,common,uncommon,rare,uncommon,basic,1.0,1.0,0.0,,uncommon
PRESLEY,F,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PRESTEN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRESTON,M,basic,uncommon,uncommon,common,uncommon,common,common,basic,1.0,1.0,1.0,English,common
PRESTON,F,rare,rare,rare,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
PRETTY,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PREYA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRIA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PRICE,M,rare,basic,uncommon,unused,unused,unused,unused,basic,1.0,1.0,1.0,Celtic,rare
PRICE,F,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
PRICELLA,F,unused,uncommon,rare,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
PRICILLA,F,rare,uncommon,common,rare,unused,unused,unused,common,1.0,0.0,0.0,Latin,rare
PRIMO,M,unused,unused,unused,unused,rare,unused,unused,common,1.0,1.0,1.0,Latin,rare
PRIMROSE,F,rare,basic,basic,common,rare,unused,rare,rare,1.0,1.0,1.0,Latin,uncommon
PRINCE,M,common,uncommon,uncommon,common,rare,unused,rare,basic,1.0,1.0,1.0,English,uncommon
PRINCELLA,F,unused,unused,rare,unused,rare,unused,unused,common,1.0,0.0,0.0,English,rare
PRINCESS,F,common,unused,unused,common,uncommon,unused,uncommon,basic,1.0,1.0,1.0,English,uncommon
PRINCETON,M,uncommon,unused,unused,rare,unused,unused,unused,uncommon,1.0,1.0,0.0,,rare
PRINCY,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRINGLE,M,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
PRISCA,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Latin,rare
PRISCELLA,F,rare,common,basic,unused,unused,unused,unused,common,1.0,0.0,0.0,Latin,rare
PRISCILA,F,rare,uncommon,rare,unused,unused,unused,unused,uncommon,1.0,1.0,1.0,Latin,rare
PRISCILLA,F,basic,basic,basic,common,common,unused,uncommon,basic,1.0,1.0,1.0,Latin,common
PRISCILLIA,F,rare,uncommon,common,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
PRISHA,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRITESH,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRITHIKA,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRITHVI,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PRITIKA,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PRITPAL,M,rare,unused,unused,rare,rare,unused,rare,unused,0.0,1.0,0.0,,rare
PRIYA,F,basic,unused,unused,common,common,rare,uncommon,uncommon,1.0,1.0,1.0,Indian,uncommon
PRIYAH,F,rare,unused,unused,rare,rare,unused,rare,rare,0.0,1.0,0.0,,rare
PRIYAL,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYAN,M,unused,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYANA,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYANKA,F,common,unused,unused,common,rare,unused,rare,rare,1.0,1.0,0.0,Indian,rare
PRIYANSH,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYANSHI,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYANSHU,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PRIYESH,M,rare,unused,unused,uncommon,unused,unused,rare,unused,1.0,0.0,0.0,,rare
PROCTOR,M,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,1.0,0.0,,rare
PROINSIAS,M,unused,unused,basic,unused,unused,unused,unused,unused,0.0,1.0,1.0,Celtic,rare
PROMISE,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
PROMISE,F,rare,unused,unused,uncommon,unused,unused,rare,uncommon,1.0,1.0,0.0,,rare
PROSPER,M,rare,uncommon,rare,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,"English, French",rare
PRUDANCE,F,unused,common,rare,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
PRUDENCE,F,rare,basic,basic,common,rare,unused,rare,basic,1.0,1.0,0.0,Latin,uncommon
PRUDENTIA,F,unused,common,uncommon,unused,unused,unused,unused,unused,0.0,0.0,1.0,Roman,rare
PRUE,F,rare,uncommon,rare,rare,rare,unused,rare,rare,1.0,1.0,1.0,English,rare
PRYCE,M,rare,rare,rare,rare,rare,unused,rare,rare,1.0,1.0,1.0,Celtic,rare
PTOLEMY,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,History,rare
PUJA,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,0.0,0.0,Indian,rare
PUNEET,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PUNEET,F,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
PURCELL,M,unused,uncommon,uncommon,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
PURVI,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
PUTERI,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,1.0,Malay,rare
PYPER,F,common,unused,unused,common,uncommon,rare,uncommon,rare,1.0,1.0,0.0,English,uncommon
QAASIM,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QADIR,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
QAIM,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,Arabic,rare
QAIS,M,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,1.0,0.0,,rare
QAMAR,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QAMAR,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
QASIM,M,uncommon,unused,unused,common,common,unused,uncommon,uncommon,1.0,1.0,1.0,Arabic,uncommon
QAYS,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
QI,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QI,M,unused,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QIAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QIANA,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,1.0,American,rare
QIRAT,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QUADE,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
QUAID,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,1.0,0.0,,rare
QUAN,M,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
QUANG,M,uncommon,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,1.0,Vietnamese,rare
QUASIM,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
QUDSIA,F,rare,unused,unused,uncommon,rare,unused,rare,unused,1.0,0.0,0.0,Arabic,rare
QUEEN,F,rare,rare,rare,uncommon,rare,unused,rare,basic,1.0,1.0,1.0,English,rare
QUEENA,F,uncommon,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,English,rare
QUEENIE,F,uncommon,uncommon,common,common,rare,unused,rare,basic,1.0,1.0,1.0,English,uncommon
QUENTIN,M,basic,uncommon,common,common,common,unused,uncommon,common,1.0,1.0,1.0,Latin,common
QUENTON,M,rare,rare,unused,unused,unused,unused,unused,common,1.0,1.0,0.0,,rare
QUERIDA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,Romance,rare
QUIANA,F,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,1.0,American,rare
QUIANNA,F,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,1.0,American,rare
QUIGLEY,M,unused,uncommon,uncommon,unused,unused,unused,unused,unused,1.0,1.0,0.0,,rare
QUILLAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,Celtic,rare
QUIN,F,rare,rare,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QUIN,M,uncommon,unused,rare,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Celtic,rare
QUINCE,M,rare,unused,unused,unused,unused,unused,unused,common,1.0,1.0,0.0,,rare
QUINCEY,M,rare,unused,unused,rare,rare,unused,rare,common,1.0,1.0,1.0,Latin,rare
QUINCY,F,uncommon,unused,unused,rare,unused,unused,unused,common,1.0,1.0,0.0,,rare
QUINCY,M,uncommon,unused,unused,common,rare,unused,rare,basic,1.0,1.0,1.0,French,rare
QUINLAN,M,common,basic,basic,common,rare,unused,rare,uncommon,1.0,1.0,1.0,Celtic,uncommon
QUINLAN,F,rare,unused,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
QUINLIN,M,rare,unused,uncommon,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
QUINN,F,basic,basic,common,uncommon,uncommon,rare,uncommon,uncommon,1.0,1.0,0.0,Celtic,common
QUINN,M,basic,basic,basic,common,common,uncommon,common,common,1.0,1.0,0.0,Celtic,common
QUINNE,F,rare,rare,rare,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QUINTEN,M,common,uncommon,rare,uncommon,rare,unused,rare,common,1.0,1.0,1.0,Latin,uncommon
QUINTIN,M,common,basic,basic,uncommon,common,unused,uncommon,common,1.0,1.0,1.0,Latin,common
QUINTON,M,basic,basic,common,common,uncommon,unused,uncommon,common,1.0,1.0,1.0,Latin,common
QUINTUS,M,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,1.0,Roman,rare
QUOC,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
QUSAY,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
QUYEN,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
QUYNH,F,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,1.0,0.0,,rare
QWEN,M,rare,common,common,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RA,M,rare,rare,unused,unused,rare,unused,unused,rare,1.0,0.0,1.0,Ancient Egyptian,rare
RA,F,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RAABIA,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
RAAFAY,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAAHIL,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAAHIM,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAAID,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAAMEEN,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
RAB,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,1.0,1.0,Celtic,rare
RABAB,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
RABAIL,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
RABECCA,F,rare,basic,basic,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,uncommon
RABI,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
RABIA,F,uncommon,unused,unused,common,common,unused,uncommon,uncommon,1.0,1.0,0.0,Arabic,uncommon
RACE,M,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,0.0,,rare
RACHAEL,F,basic,basic,basic,common,basic,basic,basic,basic,1.0,1.0,1.0,Jewish,basic
RACHAEL,M,rare,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RACHAL,F,unused,basic,basic,rare,rare,unused,rare,uncommon,1.0,0.0,0.0,,uncommon
RACHANA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
RACHEAL,F,common,basic,basic,common,common,unused,uncommon,common,1.0,1.0,1.0,English,common
RACHEL,M,unused,common,uncommon,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
RACHEL,F,basic,basic,basic,basic,basic,basic,basic,basic,1.0,1.0,1.0,Jewish,basic
RACHELE,F,uncommon,unused,unused,rare,uncommon,unused,rare,common,1.0,1.0,1.0,Romance,rare
RACHELL,F,unused,common,basic,unused,rare,unused,unused,common,1.0,0.0,0.0,Jewish,rare
RACHELLE,F,basic,unused,unused,common,common,rare,uncommon,common,1.0,1.0,1.0,Jewish,uncommon
RACHIEL,F,unused,basic,basic,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RACHIT,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
RACHL,F,unused,common,rare,unused,unused,unused,unused,unused,1.0,0.0,0.0,,rare
RACHNA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
RACIM,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
RACINE,F,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
RACKEL,F,unused,rare,common,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RACQUEL,F,uncommon,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,1.0,Jewish,rare
RACY,F,unused,rare,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RADA,F,unused,unused,unused,rare,rare,unused,rare,uncommon,1.0,0.0,1.0,Slavic,rare
RADEK,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
RADFORD,M,rare,unused,unused,unused,unused,unused,unused,common,1.0,0.0,0.0,,rare
RADHA,F,rare,unused,unused,common,uncommon,rare,uncommon,uncommon,1.0,1.0,1.0,Indian,rare
RADHIKA,F,uncommon,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,0.0,Indian,rare
RADIA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RADIE,F,rare,unused,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
RADIN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RADIYA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RADLEY,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
RADMAN,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,Slavic,rare
RADOSLAV,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Slavic,rare
RADOSLAW,M,rare,unused,unused,rare,rare,unused,rare,unused,0.0,1.0,0.0,,rare
RADU,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Slavic,rare
RADWAN,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAE,F,common,rare,rare,common,basic,unused,uncommon,basic,1.0,1.0,1.0,English,uncommon
RAE,M,common,unused,unused,rare,uncommon,unused,rare,common,1.0,1.0,0.0,,rare
RAEANN,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
RAEANNA,F,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,0.0,0.0,,rare
RAEANNE,F,uncommon,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
RAECHEL,F,rare,rare,uncommon,unused,rare,unused,unused,uncommon,1.0,1.0,0.0,,rare
RAECHELLE,F,rare,unused,unused,unused,rare,unused,unused,uncommon,0.0,1.0,0.0,,rare
RAED,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
RAEED,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAEES,M,rare,unused,unused,common,uncommon,unused,uncommon,rare,1.0,0.0,0.0,,rare
RAEESAH,F,unused,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAEF,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
RAEGAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
