name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
HASEEB,M,1.3,0.0,8.0,3.1,0.0,1.59,42.0,14.53,6.12,5.0,0.0,5.67,0.0,13.19,0.0
HASHIM,M,2.53,0.0,5.0,2.51,0.0,2.15,74.21,25.453,5.79,6.19,0.0,5.71,6.5,28.98,0.0
HASKEL,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.25,0.0,0.0,0.0,6.06,17.06,0.0
HASSAN,M,6.68,5.4,7.0,6.36,3.0,5.28,220.74,76.34,10.55,9.91,5.81,9.84,6.99,133.88,0.0
HATTIE,F,1.92,0.0,8.0,3.307,0.0,1.69,65.75,22.48,31.0,10.86,7.98,8.23,39.32,719.62,5.0
HATTY,F,0.0,0.0,0.0,0.0,0.0,0.0,4.57,1.523,0.0,0.0,0.0,0.0,0.0,5.3,0.0
HAVA,F,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.167,0.0,0.0,0.0,5.0,0.0,7.82,0.0
HAVEN,F,5.09,5.2,5.0,5.097,0.0,1.0,4.33,1.777,12.4,11.82,8.89,11.85,16.71,179.3,0.0
HAWA,F,1.33,0.0,5.0,2.11,0.0,1.5,24.6,8.7,7.98,7.55,5.0,6.62,5.6,39.09,0.0
HAYDEN,M,60.24,49.97,7.0,39.07,8.13,25.47,528.42,187.34,40.69,66.77,45.81,54.87,74.96,703.58,11.71
HAYDEN,F,14.18,15.27,5.0,11.483,3.0,7.69,20.2,10.297,22.64,27.25,16.14,24.93,25.28,491.61,7.67
HAYDN,M,2.24,5.0,6.0,4.413,3.0,5.21,109.11,39.107,5.5,5.53,5.0,6.9,5.81,37.86,0.0
HAYDON,M,1.31,0.0,0.0,0.437,0.0,1.6,28.42,10.007,6.0,5.75,5.0,5.0,6.08,35.66,0.0
HAYES,M,3.0,5.0,0.0,2.667,0.0,1.0,3.0,1.333,8.31,6.97,7.49,8.25,12.5,47.06,0.0
HAYLEE,F,11.48,9.1,6.0,8.86,0.0,1.87,4.62,2.163,16.86,21.56,14.05,23.26,27.04,597.2,0.0
HAYLEIGH,F,2.09,0.0,5.0,2.363,4.5,9.03,18.0,10.51,8.19,7.71,7.25,6.42,8.36,159.87,0.0
HAYLEY,F,38.92,32.23,7.0,26.05,11.06,81.24,263.35,118.55,23.32,25.79,13.49,29.22,27.81,851.2,7.0
HAYLIE,F,3.87,6.8,5.0,5.223,0.0,1.87,4.87,2.247,9.43,10.71,8.37,14.46,11.37,241.23,0.0
HAYWOOD,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,8.8,5.5,0.0,0.0,6.64,47.76,0.0
HAZEL,F,12.21,19.27,279.0,103.493,4.33,55.44,124.25,61.34,53.48,56.52,19.73,27.72,80.16,1806.74,13.85
HEATH,M,5.32,7.26,10.0,7.527,4.33,2.46,46.5,17.763,11.75,16.6,8.74,12.17,18.42,288.38,6.4
HEATHER,F,30.31,97.1,10.0,45.803,7.45,162.24,254.7,141.463,156.08,187.01,81.99,159.7,181.4,5695.85,43.17
HEAVEN,F,3.58,0.0,6.0,3.193,0.0,1.0,9.89,3.63,19.42,18.42,8.54,18.21,25.05,509.24,0.0
HEAVENLY,F,1.78,0.0,0.0,0.593,0.0,1.0,4.71,1.903,6.56,6.71,5.0,14.1,7.61,60.53,0.0
HEBE,F,1.0,0.0,0.0,0.333,0.0,1.1,19.35,6.817,5.25,0.0,0.0,0.0,0.0,8.37,0.0
HECTOR,M,2.16,6.12,32.0,13.427,0.0,5.97,82.63,29.533,22.08,15.1,19.32,71.51,37.04,735.81,0.0
HEDDA,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.4,0.0,0.0,0.0,0.0,7.1,0.0
HEDLEY,M,1.0,0.0,0.0,0.333,0.0,1.0,5.73,2.243,0.0,0.0,0.0,0.0,0.0,6.5,0.0
HEDWIG,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,6.32,0.0,0.0,5.33,37.07,0.0
HEDY,F,1.0,0.0,6.0,2.333,0.0,0.0,3.5,1.167,7.24,5.46,0.0,5.36,5.3,24.04,0.0
HEIDE,F,0.0,0.0,5.0,1.667,0.0,1.0,0.0,0.333,6.26,6.11,0.0,6.46,0.0,32.75,0.0
HEIDI,F,17.0,25.18,15.0,19.06,16.35,15.44,381.95,137.913,35.78,58.82,31.28,65.55,22.9,1635.53,17.86
HEIDY,F,1.25,0.0,6.0,2.417,0.0,1.0,0.0,0.333,7.34,6.31,6.12,17.27,11.91,80.64,0.0
HEINRICH,M,3.1,0.0,5.0,2.7,0.0,1.0,3.33,1.443,0.0,0.0,0.0,0.0,7.0,9.03,0.0
HEINZ,M,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.37,6.5,0.0,0.0,0.0,9.73,0.0
HELEDD,F,0.0,0.0,0.0,0.0,0.0,1.0,7.56,2.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELEN,F,7.56,42.58,947.0,332.38,8.0,71.81,144.4,74.737,244.75,221.45,51.72,84.35,148.2,7475.63,37.3
HELENA,F,10.69,8.17,32.0,16.953,3.92,10.1,186.4,66.807,10.84,8.47,7.11,11.05,8.41,247.54,6.25
HELENE,F,1.2,5.4,16.0,7.533,0.0,1.31,6.32,2.543,17.1,11.56,5.55,9.43,6.01,242.55,6.0
HELGA,F,1.5,5.33,7.0,4.61,0.0,1.43,0.0,0.477,6.32,6.02,0.0,6.0,0.0,21.16,0.0
HELLEN,F,1.33,5.33,25.0,10.553,0.0,1.25,0.0,0.417,7.32,5.96,0.0,9.64,7.56,55.95,0.0
HELMA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.44,0.0
HELMI,F,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,12.59,0.0
HELMUT,M,0.0,0.0,8.0,2.667,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,8.84,0.0
HELMUTH,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.65,0.0,0.0,5.4,12.82,0.0
HELOISE,F,1.0,0.0,0.0,0.333,0.0,1.31,8.83,3.38,0.0,0.0,0.0,0.0,6.75,10.14,0.0
HENA,F,1.0,0.0,0.0,0.333,0.0,1.5,8.63,3.377,0.0,0.0,0.0,5.0,0.0,9.57,0.0
HENDERSON,M,1.0,0.0,0.0,0.333,0.0,1.0,4.0,1.667,6.15,0.0,0.0,6.5,6.54,27.93,0.0
HENDRIK,M,2.29,0.0,6.0,2.763,0.0,1.0,4.71,1.903,5.0,5.5,5.0,5.86,6.0,13.75,0.0
HENDRIX,M,8.1,6.67,6.0,6.923,0.0,1.67,26.44,9.37,8.55,9.65,8.75,14.29,10.79,91.67,0.0
HENDRY,M,0.0,0.0,0.0,0.0,0.0,1.37,3.0,1.457,0.0,0.0,0.0,0.0,0.0,6.5,0.0
HENLEY,M,2.4,0.0,0.0,0.8,0.0,3.0,68.75,23.917,5.67,5.5,0.0,6.0,6.42,14.09,0.0
HENNA,F,1.27,6.0,11.0,6.09,0.0,2.5,42.85,15.117,5.74,5.0,0.0,8.41,0.0,26.64,0.0
HENRI,M,2.8,0.0,13.0,5.267,3.0,1.0,45.11,16.37,5.65,5.21,0.0,6.7,6.17,36.08,0.0
HENRIETTA,F,1.33,5.67,20.0,9.0,0.0,1.78,59.05,20.277,19.68,17.27,6.43,10.93,15.94,372.04,5.0
HENRIETTE,F,1.0,0.0,5.0,2.0,0.0,1.0,3.0,1.333,6.53,7.33,0.0,0.0,5.0,14.64,0.0
HENRIK,M,3.36,7.83,8.0,6.397,0.0,1.89,7.33,3.073,7.09,8.85,6.75,9.43,6.21,46.5,0.0
HENRIQUE,M,1.33,0.0,0.0,0.443,0.0,1.0,6.62,2.54,5.57,0.0,0.0,0.0,6.0,10.67,0.0
HENRY,M,38.84,34.0,278.0,116.947,22.53,25.12,1939.63,662.427,141.57,94.6,29.93,90.21,147.57,4839.36,15.77
HEPHZIBAH,F,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.333,0.0,0.0,0.0,0.0,0.0,7.1,0.0
HERB,M,1.0,0.0,0.0,0.333,0.0,1.0,3.5,1.5,5.83,5.59,0.0,6.7,5.5,26.08,0.0
HERBERT,M,1.5,22.12,263.0,95.54,0.0,1.4,21.84,7.747,64.45,56.49,11.94,24.87,52.66,1673.46,10.19
HERBIE,M,0.0,0.0,0.0,0.0,0.0,1.75,32.42,11.39,5.5,5.0,0.0,5.5,5.75,16.09,0.0
HERIBERTO,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,8.95,8.14,6.74,13.89,16.96,97.06,0.0
HERMAN,M,2.64,6.66,21.0,10.1,0.0,1.0,3.75,1.583,34.4,30.77,8.71,13.28,48.4,995.12,5.67
HERMANN,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.33,0.0,0.0,0.0,0.0,9.17,0.0
HERMES,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.5,0.0,0.0,5.67,5.0,9.92,0.0
HERMINA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,5.85,0.0,0.0,6.4,19.35,0.0
HERMINE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,6.14,0.0,0.0,0.0,19.42,0.0
HERMINIA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,5.5,6.1,7.24,15.95,32.68,0.0
HERMIONE,F,1.17,0.0,0.0,0.39,0.0,1.11,88.9,30.003,5.65,0.0,0.0,10.69,7.16,24.21,0.0
HERNAN,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,7.85,7.94,16.05,10.23,60.01,0.0
HEROLD,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.04,0.0
HERON,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.58,8.86,0.0
HERSCHEL,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.4,9.02,5.0,6.08,8.33,76.36,0.0
HERSH,M,1.0,0.0,0.0,0.333,0.0,0.0,4.89,1.63,10.07,0.0,0.0,0.0,0.0,16.79,0.0
HERSHEL,M,1.0,0.0,0.0,0.333,0.0,0.0,4.5,1.5,7.71,6.9,0.0,6.11,10.89,75.08,0.0
HERVEY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,6.33,11.66,0.0
HESTER,F,1.0,0.0,7.0,2.667,0.0,1.28,17.15,6.143,9.81,8.19,0.0,5.17,10.46,118.41,0.0
HETTIE,F,0.0,0.0,0.0,0.0,0.0,1.0,23.84,8.28,7.65,6.33,0.0,0.0,8.06,67.38,0.0
HEVIN,F,0.0,0.0,0.0,0.0,0.0,0.0,3.57,1.19,0.0,0.0,0.0,0.0,0.0,6.58,0.0
HEZEKIAH,M,1.5,0.0,5.0,2.167,0.0,1.0,8.85,3.283,7.25,7.01,5.85,9.3,7.61,46.28,0.0
HIBA,F,2.95,0.0,8.0,3.65,0.0,1.96,47.05,16.337,6.23,6.58,0.0,7.21,6.65,45.31,0.0
HIEU,M,1.2,0.0,5.0,2.067,0.0,1.0,3.17,1.39,0.0,0.0,0.0,9.21,5.45,20.39,0.0
HILA,F,1.0,0.0,0.0,0.333,0.0,1.0,4.5,1.833,6.5,0.0,0.0,5.0,0.0,8.16,0.0
HILARIA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.49,10.66,0.0
HILARY,F,5.36,9.95,10.0,8.437,0.0,10.97,9.74,6.903,12.27,14.81,9.67,15.37,11.82,253.98,6.9
HILARY,M,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,5.43,5.89,0.0,5.0,6.0,22.6,0.0
HILBERT,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,6.43,0.0,5.0,5.4,25.57,0.0
HILDA,F,1.53,10.66,151.0,54.397,0.0,1.57,4.07,1.88,31.59,22.74,6.58,16.19,26.04,592.1,9.33
HILDE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.0,0.0,0.0,0.0,0.0,6.7,0.0
HILDEGARD,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.96,6.59,0.0,0.0,0.0,22.62,0.0
HILDEGARDE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,6.84,0.0,0.0,5.0,31.43,0.0
HILDUR,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.87,0.0,0.0,0.0,16.7,0.0
HILLARY,F,4.52,9.81,11.0,8.443,0.0,1.29,5.44,2.243,14.31,16.56,10.51,17.19,17.4,377.35,9.24
HILLARY,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,5.0,0.0,0.0,0.0,5.88,13.01,0.0
HILLEL,M,1.0,0.0,0.0,0.333,0.0,1.0,3.5,1.5,8.41,0.0,0.0,5.0,0.0,13.56,0.0
HILLERY,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,5.0,16.5,0.0
HILTON,M,1.25,0.0,9.0,3.417,0.0,1.5,4.23,1.91,6.62,5.37,0.0,5.37,6.93,52.39,0.0
HIRAM,M,1.25,0.0,5.0,2.083,0.0,1.0,3.67,1.557,7.25,6.17,7.89,7.75,7.63,98.83,0.0
HOLDEN,M,9.96,12.82,5.0,9.26,0.0,1.4,6.8,2.733,14.9,15.59,11.51,16.6,17.73,222.86,7.25
HOLDYN,M,1.12,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.68,0.0
HOLLAND,F,1.42,0.0,8.0,3.14,0.0,1.0,0.0,0.333,6.97,6.56,7.2,8.4,6.99,65.27,0.0
HOLLEE,F,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,0.0,0.0,0.0,5.33,0.0,12.76,0.0
HOLLEY,F,1.25,0.0,6.0,2.417,0.0,1.09,4.43,1.84,5.72,5.55,0.0,6.74,6.3,54.07,0.0
HOLLI,F,1.1,0.0,5.0,2.033,0.0,4.03,17.84,7.29,6.65,7.6,6.4,8.35,7.28,124.54,0.0
HOLLIE,F,1.7,6.0,5.0,4.233,36.37,54.34,774.65,288.453,8.27,10.93,7.29,9.55,11.65,145.46,0.0
HOLLIS,M,1.43,0.0,0.0,0.477,0.0,1.0,3.5,1.5,6.84,6.19,5.25,5.95,11.13,103.39,5.0
HOLLY,F,27.81,33.01,5.0,21.94,82.47,148.29,2296.15,842.303,53.3,68.63,29.4,54.67,57.86,1727.13,12.61
HOLT,M,2.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,5.75,0.0,0.0,5.0,7.35,15.77,0.0
HOMER,M,1.0,0.0,10.0,3.667,0.0,1.0,0.0,0.333,18.09,18.72,7.52,9.35,30.92,445.68,6.5
HONESTY,F,1.25,0.0,0.0,0.417,0.0,0.0,3.0,1.0,7.89,7.71,0.0,8.83,7.0,75.83,0.0
HONEY,F,2.15,0.0,0.0,0.717,3.0,5.58,156.05,54.877,5.56,5.64,7.0,9.58,5.89,31.94,0.0
HONOR,F,2.42,0.0,7.0,3.14,3.75,5.54,78.55,29.28,6.25,5.7,5.0,11.5,6.58,18.6,0.0
HONORA,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,5.75,5.0,0.0,0.0,0.0,12.39,0.0
HONOUR,F,1.5,0.0,0.0,0.5,0.0,1.2,7.42,2.873,0.0,0.0,0.0,0.0,0.0,8.86,0.0
HOPE,F,20.38,12.48,7.0,13.287,7.71,22.71,303.25,111.223,20.91,21.11,11.42,19.76,24.95,624.74,5.64
HORACE,M,1.25,6.25,22.0,9.833,0.0,1.5,3.5,1.667,19.11,8.82,6.35,7.12,27.32,396.65,5.5
HORACIO,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.61,7.04,5.86,13.27,8.57,41.02,0.0
HORATIO,M,1.25,0.0,0.0,0.417,0.0,1.0,11.06,4.02,5.56,0.0,0.0,6.0,6.75,11.89,0.0
HORTENSE,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,8.68,6.52,6.12,7.71,7.34,66.44,0.0
HORTENSIA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.67,8.72,13.77,21.88,0.0
HOSANNA,F,2.0,0.0,0.0,0.667,0.0,1.0,5.0,2.0,5.33,6.0,0.0,6.37,5.67,23.92,0.0
HOSEA,M,1.44,0.0,0.0,0.48,0.0,1.0,4.8,1.933,5.77,5.35,5.0,6.08,6.06,36.01,0.0
HOUSTON,M,2.71,0.0,6.0,2.903,0.0,1.12,0.0,0.373,6.86,6.06,5.82,6.76,10.81,106.7,0.0
HOWARD,M,2.23,20.16,220.0,80.797,0.0,2.08,18.37,6.817,86.01,83.74,20.56,39.65,67.2,2532.67,18.77
HOWELL,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.22,5.0,0.0,5.0,5.95,31.02,0.0
HOWIE,M,1.0,0.0,0.0,0.333,0.0,2.33,7.67,3.333,6.29,0.0,0.0,5.0,0.0,11.91,0.0
HOYT,M,1.33,0.0,0.0,0.443,0.0,0.0,0.0,0.0,9.46,6.11,0.0,5.86,8.24,57.97,0.0
HUBERT,M,1.44,5.75,58.0,21.73,3.75,3.13,28.47,11.783,19.14,15.86,5.95,9.32,29.53,420.9,5.33
HUDA,F,2.62,0.0,5.0,2.54,0.0,1.55,34.5,12.017,6.14,6.37,0.0,7.5,5.5,32.42,0.0
HUDSON,M,52.91,39.43,6.0,32.78,6.33,6.45,70.47,27.75,28.75,48.1,32.97,47.1,48.6,327.6,6.25
HUE,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,6.0,0.0,7.0,0.0,7.86,0.0
HUEY,M,0.0,0.0,0.0,0.0,0.0,1.8,21.0,7.6,6.7,6.0,0.0,6.33,11.66,53.24,0.0
HUGH,F,0.0,0.0,0.0,0.0,0.0,72.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,9.57,0.0
HUGH,M,4.2,14.17,118.0,45.457,10.89,29.71,112.16,50.92,20.77,15.73,7.08,11.58,23.99,593.56,6.64
HUGHES,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,6.0,0.0,0.0,0.0,6.0,10.63,0.0
HUGHIE,M,1.0,0.0,6.0,2.333,3.0,1.29,16.6,6.963,5.33,0.0,0.0,0.0,5.68,19.71,0.0
HUGO,M,7.0,12.69,7.0,8.897,5.5,8.41,382.11,132.007,9.14,8.33,9.88,27.81,13.95,220.37,0.0
HULDA,F,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,6.31,6.73,0.0,5.0,5.47,66.74,0.0
HULDAH,F,2.0,0.0,0.0,0.667,0.0,1.0,0.0,0.333,0.0,6.0,0.0,0.0,0.0,13.93,0.0
HUMAIRA,F,1.0,0.0,6.0,2.333,0.0,1.17,64.0,21.723,7.0,0.0,0.0,0.0,0.0,8.69,0.0
HUMBERT,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,10.78,0.0
HUMBERTO,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,7.85,7.52,7.67,19.85,16.85,157.31,0.0
HUMPHREY,M,1.0,0.0,0.0,0.333,0.0,1.25,10.26,3.837,6.0,0.0,0.0,0.0,5.0,9.99,0.0
HUMZA,M,2.07,0.0,6.0,2.69,0.0,2.88,39.11,13.997,5.78,5.82,0.0,7.38,5.85,36.93,0.0
HUNTER,F,7.61,7.82,13.0,9.477,0.0,1.0,4.5,1.833,12.54,12.67,8.46,12.31,14.0,244.49,6.0
HUNTER,M,82.56,57.2,6.0,48.587,7.67,9.22,76.58,31.157,84.33,136.31,71.52,93.33,134.34,1589.59,25.96
HUSSAIN,M,2.29,5.0,8.0,5.097,0.0,2.17,71.84,24.67,6.0,6.53,5.0,6.86,6.5,32.06,0.0
HUSSEIN,M,3.96,0.0,5.0,2.987,0.0,1.36,28.21,9.857,6.44,9.11,5.0,6.85,6.61,55.51,0.0
HUW,M,1.0,0.0,0.0,0.333,0.0,1.45,54.47,18.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUXLEY,M,6.09,8.4,7.0,7.163,0.0,1.0,19.87,6.957,6.0,7.11,6.0,9.61,6.4,55.23,0.0
HYMAN,M,0.0,0.0,11.0,3.667,0.0,0.0,0.0,0.0,16.07,7.45,0.0,0.0,5.75,61.65,0.0
HYRUM,M,1.47,0.0,0.0,0.49,0.0,1.0,3.2,1.4,0.0,0.0,9.89,6.02,6.14,27.01,0.0
HYWEL,M,0.0,0.0,0.0,0.0,0.0,1.0,10.47,3.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAGO,M,1.0,0.0,0.0,0.333,0.0,1.0,9.0,3.333,0.0,0.0,0.0,0.0,0.0,5.8,0.0
IAIN,M,3.56,7.37,6.0,5.643,3.6,169.93,25.21,66.247,5.47,5.5,6.33,7.26,7.08,44.03,0.0
IAN,M,46.56,57.31,21.0,41.623,7.13,157.55,111.89,92.19,66.29,71.26,45.09,96.0,74.69,2039.17,14.11
IAN,F,0.0,0.0,0.0,0.0,0.0,86.4,0.0,28.8,5.0,0.0,0.0,6.14,12.0,15.19,0.0
IANA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,7.0,0.0,0.0,5.5,5.5,14.92,0.0
IANTO,M,0.0,0.0,0.0,0.0,0.0,1.0,6.13,2.377,0.0,0.0,0.0,0.0,0.0,6.0,0.0
IBRAHEEM,M,2.53,0.0,8.0,3.51,0.0,2.41,72.21,24.873,6.04,6.17,0.0,8.27,6.08,31.41,0.0
IBRAHIM,M,11.28,8.08,5.0,8.12,3.0,7.35,416.95,142.433,12.23,10.53,8.14,16.07,8.73,190.5,0.0
IDA,F,2.09,8.96,126.0,45.683,3.0,1.86,33.95,12.937,44.08,27.65,11.67,13.11,56.53,1365.96,8.67
IDALIA,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,6.12,5.4,5.5,9.61,9.14,27.67,0.0
IDELLA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,5.8,0.0,6.0,7.72,51.33,0.0
IDELLE,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,5.5,7.5,0.0,0.0,6.0,11.72,0.0
IDRIS,M,2.11,0.0,6.0,2.703,3.0,2.11,59.0,21.37,6.82,5.9,0.0,10.08,6.79,47.66,0.0
IESHA,F,1.45,0.0,12.0,4.483,0.0,1.5,10.0,3.833,11.9,12.13,12.41,9.55,14.12,157.77,0.0
IESTYN,M,0.0,0.0,0.0,0.0,0.0,1.3,64.0,21.767,0.0,0.0,0.0,0.0,0.0,5.0,0.0
IEUAN,M,1.0,0.0,0.0,0.333,3.0,1.9,117.0,40.633,0.0,0.0,0.0,0.0,0.0,5.0,0.0
IFAN,M,1.0,0.0,0.0,0.333,0.0,1.0,27.83,9.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGNACIO,M,1.57,0.0,0.0,0.523,0.0,1.0,4.36,1.787,5.98,6.93,7.37,20.22,23.31,140.22,0.0
IGNATIUS,M,1.0,0.0,0.0,0.333,0.0,0.0,3.78,1.26,8.93,6.23,0.0,5.4,5.64,25.02,0.0
IGNAZIO,M,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,7.64,0.0,0.0,0.0,0.0,12.0,0.0
IGOR,M,1.25,0.0,6.0,2.417,5.29,5.93,47.5,19.573,5.08,5.0,0.0,5.75,5.0,13.04,0.0
IKE,M,1.33,0.0,0.0,0.443,0.0,1.5,5.37,2.29,5.76,6.31,6.17,6.33,6.44,49.8,0.0
IKER,M,1.5,0.0,0.0,0.5,0.0,1.0,4.29,1.763,20.15,13.15,28.06,47.66,35.04,592.47,0.0
ILA,F,2.4,0.0,22.0,8.133,0.0,1.29,11.79,4.36,9.93,11.83,7.83,7.15,12.64,160.21,0.0
ILAN,M,1.57,0.0,6.0,2.523,0.0,1.0,8.33,3.11,7.26,6.33,0.0,8.18,8.27,39.14,0.0
ILANA,F,1.3,0.0,5.0,2.1,0.0,1.38,15.6,5.66,8.25,6.26,5.0,8.82,7.08,73.14,0.0
ILEAN,F,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.5,5.0,0.0,0.0,6.33,15.32,0.0
ILEANA,F,1.29,0.0,0.0,0.43,0.0,1.0,4.29,1.763,6.81,5.5,5.86,19.73,12.41,58.83,0.0
ILEEN,F,1.0,0.0,7.0,2.667,0.0,1.0,0.0,0.333,6.0,6.45,7.0,9.17,6.0,20.03,0.0
ILENE,F,1.0,0.0,13.0,4.667,0.0,1.5,0.0,0.5,10.77,10.32,6.66,10.51,6.27,144.61,0.0
ILIANA,F,1.92,0.0,6.0,2.64,0.0,1.83,9.93,3.92,8.16,6.74,9.16,16.15,14.88,168.97,0.0
ILIAS,M,1.18,0.0,7.0,2.727,0.0,1.0,9.89,3.63,6.0,5.0,0.0,6.5,6.33,24.87,0.0
ILSA,F,1.0,0.0,0.0,0.333,0.0,1.0,5.94,2.313,5.0,0.0,0.0,5.0,0.0,11.95,0.0
ILSE,F,1.0,0.0,0.0,0.333,0.0,1.0,4.75,1.917,5.5,5.79,6.2,16.45,15.52,24.2,0.0
ILYAS,M,3.46,0.0,5.0,2.82,0.0,1.47,57.37,19.613,6.25,5.94,0.0,7.05,5.87,35.38,0.0
IMA,F,0.0,0.0,0.0,0.0,0.0,1.0,3.67,1.557,6.61,5.9,0.0,5.0,13.16,67.17,0.0
IMAAN,F,1.53,0.0,5.0,2.177,0.0,3.82,105.8,36.54,5.87,5.0,0.0,6.0,5.25,21.78,0.0
IMAN,F,4.04,6.5,5.0,5.18,3.0,3.73,103.35,36.693,7.15,7.1,0.0,11.87,6.54,101.15,0.0
IMANI,F,1.14,0.0,8.0,3.047,0.0,1.5,45.55,15.683,29.52,15.81,8.01,15.82,16.17,475.96,0.0
IMELDA,F,1.0,0.0,0.0,0.333,0.0,1.0,6.2,2.4,6.46,5.55,6.08,25.31,10.29,59.32,0.0
IMMANUEL,M,2.0,0.0,5.0,2.333,0.0,1.0,13.21,4.737,7.44,6.42,6.0,8.58,8.22,82.62,0.0
IMOGEN,F,3.18,6.83,5.0,5.003,11.33,25.33,1247.65,428.103,6.26,5.95,5.0,8.45,6.83,48.07,0.0
IMOGENE,F,1.0,0.0,0.0,0.333,0.0,1.0,5.69,2.23,10.65,15.98,6.01,6.81,31.18,209.99,0.0
IMRAN,M,3.9,7.0,5.0,5.3,0.0,5.37,77.0,27.457,6.98,8.75,5.0,9.12,6.86,52.93,0.0
INA,F,1.1,5.75,38.0,14.95,0.0,1.22,6.75,2.657,10.91,11.15,6.66,7.9,18.05,246.71,7.0
INAAYA,F,2.89,0.0,10.0,4.297,0.0,5.55,150.5,52.017,7.28,5.75,0.0,7.67,7.12,44.55,0.0
INARA,F,3.0,0.0,8.0,3.667,0.0,1.22,16.92,6.047,5.61,5.57,6.33,9.43,7.9,59.61,0.0
INAYA,F,3.25,0.0,6.0,3.083,0.0,2.83,85.44,29.423,7.2,7.33,0.0,7.93,8.6,55.85,0.0
